역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자,제공기관코드,제공기관명
U114,의정부시청,L4101,의정부경전철,Uijeongbu City Hall,議政府市廳,일반역,-,-,37.7392416,127.0348664,인천교통공사,경기도 의정부시 의정부로 69,031-820-1000,2020-11-30,B551894,인천교통공사
U115,흥선,L4101,의정부경전철,Heungseon,興宣,일반역,-,-,37.7432842,127.0371212,인천교통공사,경기도 의정부시 호국로 1197,031-820-1000,2020-11-30,B551894,인천교통공사
U117,의정부중앙,L4101,의정부경전철,Uijeongbu Jung-ang,議政府中央,일반역,-,-,37.7436839,127.0496634,인천교통공사,경기도 의정부시 호국로 1305,031-820-1000,2020-11-30,B551894,인천교통공사
U118,동오,L4101,의정부경전철,Dong-o,東梧,일반역,-,-,37.7452685,127.056979,인천교통공사,경기도 의정부시 장곡로 471,031-820-1000,2020-11-30,B551894,인천교통공사
U119,새말,L4101,의정부경전철,Sae-mal,-,일반역,-,-,37.7488688,127.0637846,인천교통공사,경기도 의정부시 장곡로 551,031-820-1000,2020-11-30,B551894,인천교통공사
U120,경기도청북부청사,L4101,의정부경전철,Northern Gyeonggi-do Government,京畿道廳北部廳舍,일반역,-,-,37.7507731,127.0716075,인천교통공사,경기도 의정부시 장곡로 615,031-820-1000,2020-11-30,B551894,인천교통공사
U121,효자,L4101,의정부경전철,Hyoja,孝子,일반역,-,-,37.7539992,127.0772808,인천교통공사,경기도 의정부시 부용로 159-40,031-820-1000,2020-11-30,B551894,인천교통공사
U122,곤제,L4101,의정부경전철,Gonjae,昆弟,일반역,-,-,37.7505337,127.083846,인천교통공사,경기도 의정부시 천보로 173,031-820-1000,2020-11-30,B551894,인천교통공사
U123,어룡,L4101,의정부경전철,Eoryong,魚龍,일반역,-,-,37.7426961,127.0852263,인천교통공사,경기도 의정부시 충의로 125,031-820-1000,2020-11-30,B551894,인천교통공사
U124,송산,L4101,의정부경전철,Songsan,松山,일반역,-,-,37.737262,127.0872261,인천교통공사,경기도 의정부시 충의로 59,031-820-1000,2020-11-30,B551894,인천교통공사
U125,탑석,L4101,의정부경전철,Tapseok,塔石,일반역,-,-,37.7334668,127.0889285,인천교통공사,경기도 의정부시 충의로 20,031-820-1000,2020-11-30,B551894,인천교통공사
555,미사역,S1105,지하철하남선,Misa,渼沙,일반역,N,N,37.5631234,127.1932345,서울교통공사,경기도 하남시 미사강변동로 지하 90,02-6311-5621,2020-12-18,4040000,경기도 하남시
556,하남풍산역,S1105,지하철하남선,Hanam Pungsan,河南豊山,일반역,N,N,37.5512453,127.2031234,서울교통공사,경기도 하남시 덕풍서로 지하 50,02-6311-5631,2020-12-18,4040000,경기도 하남시
101,사상역,L4801,부산-김해경전철,Sasang,沙上,환승역,L4801+S2602,부산-김해경전철+부산도시철도 2호선,35.1623050,128.9857840,부산-김해경전철㈜,부산광역시 사상구 광장로 83,055-310-9601,2020-12-17,5350000,경상남도 김해시
102,괘법르네시떼역,L4801,부산-김해경전철,Gwaebeop Renecite,掛法,일반역,,,35.1633100,128.9777370,부산-김해경전철㈜,부산광역시 사상구 광장로 9번,055-310-9601,2020-12-17,5350000,경상남도 김해시
103,서부산유통지구역,L4801,부산-김해경전철,Seobusan Yutongjigu,西釜山 流通地區,일반역,,,35.1664350,128.9548070,부산-김해경전철㈜,부산광역시 강서구 유통단지 1로 57번길 7번,055-310-9601,2020-12-17,5350000,경상남도 김해시
104,공항역,L4801,부산-김해경전철,Gimhae International Airport,控抗,일반역,,,35.1719290,128.9485740,부산-김해경전철㈜,부산광역시 강서구 공항진입로 165,055-310-9601,2020-12-17,5350000,경상남도 김해시
105,덕두역,L4801,부산-김해경전철,Deokdu,德斗,일반역,,,35.1820060,128.9542170,부산-김해경전철㈜,부산광역시 강서구 경전철로 10,055-310-9601,2020-12-17,5350000,경상남도 김해시
106,등구역,L4801,부산-김해경전철,Deunggu,登龜,일반역,,,35.1961940,128.9635510,부산-김해경전철㈜,부산광역시 강서구 대저2동 3133-7,055-310-9601,2020-12-17,5350000,경상남도 김해시
107,대저역,L4801,부산-김해경전철,Daejeo,大猪,환승역,L4801+S2603,부산-김해경전철+부산도시철도 3호선,35.2130560,128.9606470,부산-김해경전철㈜,부산광역시 강서구 낙동북로 294,055-310-9601,2020-12-17,5350000,경상남도 김해시
108,평강역,L4801,부산-김해경전철,Pyeonggang,平江,일반역,,,35.2140480,128.9507560,부산-김해경전철㈜,부산광역시 강서구 대저1동 1639-1,055-310-9601,2020-12-17,5350000,경상남도 김해시
109,대사역,L4801,부산-김해경전철,Daesa,大沙,일반역,,,35.2176860,128.9384230,부산-김해경전철㈜,부산광역시 강서구 강동동 110-2,055-310-9601,2020-12-17,5350000,경상남도 김해시
110,불암역,L4801,부산-김해경전철,Buram,佛岩,일반역,,,35.2221920,128.9278750,부산-김해경전철㈜,경상남도 김해시 김해대로 2787,055-310-9601,2020-12-17,5350000,경상남도 김해시
111,지내역,L4801,부산-김해경전철,Jinae,池內,일반역,,,35.2274920,128.9237820,부산-김해경전철㈜,경상남도 김해시 김해대로 2718,055-310-9601,2020-12-17,5350000,경상남도 김해시
112,김해대학역,L4801,부산-김해경전철,Gimhae College,金海大學,일반역,,,35.2290150,128.9155610,부산-김해경전철㈜,경상남도 김해시 김해대로 2641,055-310-9601,2020-12-17,5350000,경상남도 김해시
113,인제대역,L4801,부산-김해경전철,Inje Univ.,仁濟大,일반역,,,35.2281000,128.9017610,부산-김해경전철㈜,경상남도 김해시 김해대로 2515,055-310-9601,2020-12-17,5350000,경상남도 김해시
114,김해시청역,L4801,부산-김해경전철,Gimhae City Hall,金海市廳,일반역,,,35.2270770,128.8904250,부산-김해경전철㈜,경상남도 김해시 김해대로 2408,055-310-9601,2020-12-17,5350000,경상남도 김해시
115,부원역,L4801,부산-김해경전철,Buwon,府院,일반역,,,35.2264890,128.8840000,부산-김해경전철㈜,경상남도 김해시 김해대로 2350,055-310-9601,2020-12-17,5350000,경상남도 김해시
116,봉황역,L4801,부산-김해경전철,Bonghwang,鳳凰,일반역,,,35.2272660,128.8743810,부산-김해경전철㈜,경상남도 김해시 김해대로 2249,055-310-9601,2020-12-17,5350000,경상남도 김해시
117,수로왕릉역,L4801,부산-김해경전철,Royal Tomb of King Suro,首露王陵,일반역,,,35.2328240,128.8722070,부산-김해경전철㈜,경상남도 김해시 김해대로 2181,055-310-9601,2020-12-17,5350000,경상남도 김해시
118,박물관역,L4801,부산-김해경전철,museum,博物館,일반역,,,35.2400720,128.8719050,부산-김해경전철㈜,경상남도 김해시 김해대로 2103,055-310-9601,2020-12-17,5350000,경상남도 김해시
119,연지공원역,L4801,부산-김해경전철,Yeonji Park,蓮池公園,일반역,,,35.2496000,128.8692870,부산-김해경전철㈜,경상남도 김해시 해반천로 5,055-310-9601,2020-12-17,5350000,경상남도 김해시
120,장신대역,L4801,부산-김해경전철,presbyterian Univ.,長神大,일반역,,,35.2595440,128.8672020,부산-김해경전철㈜,경상남도 김해시 해반천로 129,055-310-9601,2020-12-17,5350000,경상남도 김해시
121,가야대역,L4801,부산-김해경전철,Kaya Univ.,加耶大,일반역,,,35.2667850,128.8650000,부산-김해경전철㈜,경상남도 김해시 해반천로 211,055-310-9601,2020-12-17,5350000,경상남도 김해시
102,학동증심사입구역,S2901,광주도시철도 1호선,Hakdong Jeungsimsa,鶴洞ㆍ證心寺入口,일반역,,,35.133023,126.928382,광주광역시 도시철도공사,광주광역시 동구 남문로 지하 700(학동),062-604-8420,2021-03-09,B551232,광주광역시도시철도공사
103,남광주역,S2901,광주도시철도 1호선,Namgwangju,南光州,일반역,,,35.1478534,126.921807,광주광역시 도시철도공사,광주광역시 동구 제봉로 지하 14(학동),062-604-8430,2021-03-09,B551232,광주광역시도시철도공사
104,문화전당역(구도청),S2901,광주도시철도 1호선,Culture Center(Formerly Provincial office),文化殿堂,일반역,,,35.144698,126.9196731,광주광역시 도시철도공사,광주광역시 동구 문화전당로 26번길 지하 7(광산동),062-604-8440,2021-03-09,B551232,광주광역시도시철도공사
105,금남로4가역,S2901,광주도시철도 1호선,Geumnamno4(sa)-ga,錦南路4街,일반역,,,35.150976,126.914446,광주광역시 도시철도공사,광주광역시 동구 금남로 지하 210(금남로4가),062-604-8450,2021-03-09,B551232,광주광역시도시철도공사
106,금남로5가역,S2901,광주도시철도 1호선,Geumnamno 5(o)-ga,錦南路5街,일반역,,,35.1537137,126.910933,광주광역시 도시철도공사,광주광역시 북구 금남로 지하 138(북동),062-604-8460,2021-03-09,B551232,광주광역시도시철도공사
107,양동시장역,S2901,광주도시철도 1호선,Yangdong Market,良洞市場,일반역,,,35.154176,126.904489,광주광역시 도시철도공사,광주광역시 서구 경열로 지하 152(양동),062-604-8470,2021-03-09,B551232,광주광역시도시철도공사
108,돌고개역,S2901,광주도시철도 1호선,Dolgogae,해당사항 없음,일반역,,,35.152047,126.895637,광주광역시 도시철도공사,광주광역시 서구 경열로 지하 87(농성동),062-604-8480,2021-03-09,B551232,광주광역시도시철도공사
109,농성역,S2901,광주도시철도 1호선,Nongseong,農城,일반역,,,35.153563,126.883973,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 1123(농성동),062-604-8490,2021-03-09,B551232,광주광역시도시철도공사
216,문현역,S2602,부산도시철도 2호선,Munhyeon,門峴,일반역,,,35.139151,129.067399,부산교통공사,부산광역시 남구 전포대로 지하 17,051-678-6216,2020-06-05,5380000,경상남도 양산시
110,화정역,S2901,광주도시철도 1호선,Hwajeong,花亭,일반역,,,35.150381,126.877698,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 1041(화정동),062-604-8500,2021-03-09,B551232,광주광역시도시철도공사
111,쌍촌역,S2901,광주도시철도 1호선,Ssangchon,雙村,일반역,,,35.151793,126.869519,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 983(쌍촌동),062-604-8510,2021-03-09,B551232,광주광역시도시철도공사
112,운천역,S2901,광주도시철도 1호선,Uncheon,云泉,일반역,,,35.150486,126.858694,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 883(쌍촌동),062-604-8520,2021-03-09,B551232,광주광역시도시철도공사
113,상무역,S2901,광주도시철도 1호선,Sangmu,尙武,일반역,,,35.146784,126.848641,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 777(마륵동),062-604-8530,2021-03-09,B551232,광주광역시도시철도공사
114,김대중컨벤션센터(마륵)역,S2901,광주도시철도 1호선,KimDaejungConvention Center (Mareuk),馬勒,일반역,,,35.143214,126.841442,광주광역시 도시철도공사,광주광역시 서구 상무대로 지하 705(마륵동),062-604-8540,2021-03-09,B551232,광주광역시도시철도공사
115,공항역,S2901,광주도시철도 1호선,Airport,空港,일반역,,,35.144179,126.8112104,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 416-99(신촌동),062-604-8550,2021-03-09,B551232,광주광역시도시철도공사
116,송정공원역,S2901,광주도시철도 1호선,Songjeong Park,松汀公園,일반역,,,35.143565,126.799245,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 314-99(송정동),062-604-8560,2021-03-09,B551232,광주광역시도시철도공사
117,광주송정역,S2901,광주도시철도 1호선,Gwangju Songjeong Station,光州松汀站,일반역,,,35.137529,126.791488,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 201-99(송정동),062-604-8570,2021-03-09,B551232,광주광역시도시철도공사
118,도산역,S2901,광주도시철도 1호선,Dosan,道山,일반역,,,35.131713,126.787942,광주광역시 도시철도공사,광주광역시 광산구 상무대로 지하 125-99(도산동),062-604-8580,2021-03-09,B551232,광주광역시도시철도공사
100,녹동역,S2901,광주도시철도 1호선,Nokdong,鹿洞,일반역,,,35.107028,126.933932,광주광역시 도시철도공사,광주광역시 동구 녹동길 45(용산동),062-604-8410,2021-03-09,B551232,광주광역시도시철도공사
101,소태역,S2901,광주도시철도 1호선,Sotae,所台,일반역,,,35.124108,126.932013,광주광역시 도시철도공사,광주광역시 동구 남문로 지하 587(소태동),062-604-8410,2021-03-09,B551232,광주광역시도시철도공사
336,어린이회관,S2703,대구 도시철도 3호선,Children''''''''s Hall,없음,일반역,,,35.8452121,128.6244688,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 166(황금동),053-640-7611,2021-03-31,B552109,대구도시철도공사
337,황 금,S2703,대구 도시철도 3호선,Hwanggeum,黃金,일반역,,,35.8391104,128.6239718,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 100(두산동),053-640-7611,2021-03-31,B552109,대구도시철도공사
338,수성못,S2703,대구 도시철도 3호선,Suseongmot,없음,일반역,,,35.8313624,128.6231984,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 14(지산동),053-640-7611,2021-03-31,B552109,대구도시철도공사
339,지 산,S2703,대구 도시철도 3호선,Jisan,池山,일반역,,,35.8251707,128.631909,대구광역시 대구도시철도공사,대구광역시 수성구 지범로 100(지산동),053-640-7611,2021-03-31,B552109,대구도시철도공사
340,범 물,S2703,대구 도시철도 3호선,Beommul,凡勿,일반역,,,35.8208443,128.6400962,대구광역시 대구도시철도공사,대구광역시 수성구 지범로 194(범물동),053-640-7611,2021-03-31,B552109,대구도시철도공사
341,용 지,S2703,대구 도시철도 3호선,Yongji,龍池,일반역,,,35.8182735,128.6465169,대구광역시 대구도시철도공사,대구광역시 수성구 범안로 83(범물동),053-640-7611,2021-03-31,B552109,대구도시철도공사
241,사월,S2702,대구 도시철도 2호선,Sawol,沙月,일반역,,,35.8369933,128.7134473,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하3290 (신매동),053-795-0767,2021-03-31,B552109,대구도시철도공사
242,정평,S2702,대구 도시철도 2호선,Jeongpyeong,正坪,일반역,,,35.8340843,128.7264743,대구광역시 대구도시철도공사,경상북도 경산시 대학로 지하60(정평동),053-811-4753,2021-03-31,B552109,대구도시철도공사
243,임당,S2702,대구 도시철도 2호선,Imdang,林堂,일반역,,,35.8343906,128.7408599,대구광역시 대구도시철도공사,경상북도 경산시 대학로 지하170(중방동),053-811-0732,2021-03-31,B552109,대구도시철도공사
244,영남대,S2702,대구 도시철도 2호선,Yeungnam University,嶺南大,일반역,,,35.8363683,128.7507913,대구광역시 대구도시철도공사,경상북도 경산시 대학로 지하270(대동),053-801-3785,2021-03-31,B552109,대구도시철도공사
312,칠곡경대병원,S2703,대구 도시철도 3호선,Chilgok Kyungpook Nat‘l Univ. Medical Center,漆谷 慶大病院,일반역,,,35.9583939,128.5599142,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 386(동호동),053-640-7381,2021-03-31,B552109,대구도시철도공사
313,학 정,S2703,대구 도시철도 3호선,Hakjeong,鶴亭,일반역,,,35.951577,128.5591956,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 310(학정동),053-640-7381,2021-03-31,B552109,대구도시철도공사
314,팔 거,S2703,대구 도시철도 3호선,Palgeo,八거,일반역,,,35.944126,128.5583539,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 226(동천동),053-640-7381,2021-03-31,B552109,대구도시철도공사
315,동 천,S2703,대구 도시철도 3호선,Dongcheon,東川,일반역,,,35.9377071,128.5566602,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 147(동천동),053-640-7381,2021-03-31,B552109,대구도시철도공사
316,칠곡운암,S2703,대구 도시철도 3호선,Chilgok·Unam,漆谷雲岩,일반역,,,35.9314868,128.5545711,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 79(구암동),053-640-7381,2021-03-31,B552109,대구도시철도공사
317,구 암,S2703,대구 도시철도 3호선,Guam,鳩岩,일반역,,,35.9257608,128.5504075,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 1(구암동),053-640-7381,2021-03-31,B552109,대구도시철도공사
318,태 전,S2703,대구 도시철도 3호선,Taejeon,太田,일반역,,,35.9197078,128.5474952,대구광역시 대구도시철도공사,대구광역시 북구 칠곡중앙대로 262(태전동),053-640-7431,2021-03-31,B552109,대구도시철도공사
319,매 천,S2703,대구 도시철도 3호선,Maecheon,梅川,일반역,,,35.9127328,128.5433793,대구광역시 대구도시철도공사,대구광역시 북구 학정로 6(매천동),053-640-7431,2021-03-31,B552109,대구도시철도공사
320,매천시장,S2703,대구 도시철도 3호선,Maecheon Market,梅川市場,일반역,,,35.9044626,128.5457614,대구광역시 대구도시철도공사,대구광역시 북구 매천로 18길 39(매천동),053-640-7431,2021-03-31,B552109,대구도시철도공사
321,팔 달,S2703,대구 도시철도 3호선,Paldal,八達,일반역,,,35.8978498,128.5467575,대구광역시 대구도시철도공사,대구광역시 북구 매천로2길 43(팔달동),053-640-7431,2021-03-31,B552109,대구도시철도공사
322,공 단,S2703,대구 도시철도 3호선,Gongdan,工團,일반역,,,35.8919855,128.5536204,대구광역시 대구도시철도공사,대구광역시 북구 팔달로 28(비산동),053-640-7431,2021-03-31,B552109,대구도시철도공사
323,만 평,S2703,대구 도시철도 3호선,Manpyeong,萬坪,일반역,,,35.8898678,128.561021,대구광역시 대구도시철도공사,대구광역시 북구 팔달로 105(노원동3가),053-640-7431,2021-03-31,B552109,대구도시철도공사
324,팔달시장,S2703,대구 도시철도 3호선,Paldal Market,八達市場,일반역,,,35.8888598,128.567844,대구광역시 대구도시철도공사,대구광역시 북구 팔달로 163-1(노원동3가),053-640-7521,2021-03-31,B552109,대구도시철도공사
325,원 대,S2703,대구 도시철도 3호선,Wondae,院垈,일반역,,,35.8878671,128.5742706,대구광역시 대구도시철도공사,대구광역시 서구 팔달로 224-2(원대동3가),053-640-7521,2021-03-31,B552109,대구도시철도공사
326,북구청,S2703,대구 도시철도 3호선,Buk-gu Office,北區廳,일반역,,,35.8838928,128.5814795,대구광역시 대구도시철도공사,대구광역시 서구 원대로 71(원대동2가),053-640-7521,2021-03-31,B552109,대구도시철도공사
327,달성공원,S2703,대구 도시철도 3호선,Dalseong Park,達城公園,일반역,,,35.875779,128.5820904,대구광역시 대구도시철도공사,대구광역시 중구 달성로 116(수창동),053-640-7521,2021-03-31,B552109,대구도시철도공사
328,서문시장,S2703,대구 도시철도 3호선,Seomun Market,西門市場,일반역,,,35.8697503,128.5822416,대구광역시 대구도시철도공사,대구광역시 중구 달성로 50(대신동),053-640-7521,2021-03-31,B552109,대구도시철도공사
329,청라언덕,S2703,대구 도시철도 3호선,CheongnaHill,靑蘿坡,환승역,S2703+S2702,대구 도시철도 3호선 + 대구 도시철도 2호선,35.8642709,128.5823466,대구광역시 대구도시철도공사,대구광역시 중구 남산로 80(남산동),053-640-7521,2021-03-31,B552109,대구도시철도공사
330,남 산,S2703,대구 도시철도 3호선,Namsan,南山,일반역,,,35.8566997,128.5833577,대구광역시 대구도시철도공사,대구광역시 중구 남산로 2(남산동),053-640-7581,2021-03-31,B552109,대구도시철도공사
331,명 덕,S2703,대구 도시철도 3호선,Myeongdeok,明德,환승역,S2703+S2701,대구 도시철도 3호선 + 대구 도시철도 1호선,35.8569753,128.5900125,대구광역시 대구도시철도공사,대구광역시 남구 명덕로 186(대명동),053-640-7581,2021-03-31,B552109,대구도시철도공사
332,건들바위,S2703,대구 도시철도 3호선,Geondeulbawi,없음,일반역,,,35.8554168,128.599626,대구광역시 대구도시철도공사,대구광역시 남구 명덕로 260(이천동),053-640-7581,2021-03-31,B552109,대구도시철도공사
333,대봉교,S2703,대구 도시철도 3호선,Daebonggyo,大鳳橋,일반역,,,35.8550055,128.6063579,대구광역시 대구도시철도공사,대구광역시 남구 명덕로 330(이천동),053-640-7581,2021-03-31,B552109,대구도시철도공사
334,수성시장,S2703,대구 도시철도 3호선,Suseong Market,壽城市場,일반역,,,35.8543308,128.6160342,대구광역시 대구도시철도공사,대구광역시 수성구 명덕로 420(수성동2가),053-640-7581,2021-03-31,B552109,대구도시철도공사
335,수성구민운동장,S2703,대구 도시철도 3호선,Suseong District Stadium,壽城區民運動場,일반역,,,35.852561,128.6250845,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 248(범어동),053-640-7581,2021-03-31,B552109,대구도시철도공사
144,반야월,S2701,대구 도시철도 1호선,Banyawol,半夜月,일반역,,,35.865999,128.713553,대구광역시 대구도시철도공사,대구광역시 동구 안심로 지하261 (동호동),053-962-7798,2021-03-31,B552109,대구도시철도공사
145,각산,S2701,대구 도시철도 1호선,Gaksan,角山,일반역,,,35.868012,128.724389,대구광역시 대구도시철도공사,대구광역시 동구 안심로 지하363 (신서동),053-963-7754,2021-03-31,B552109,대구도시철도공사
146,안심,S2701,대구 도시철도 1호선,Ansim,安心,일반역,,,35.871227,128.733739,대구광역시 대구도시철도공사,대구광역시 동구 안심로 지하455 (괴전동),053-963-7769,2021-03-31,B552109,대구도시철도공사
216,문양,S2702,대구 도시철도 2호선,Munyang,汶陽,일반역,,,35.864171,128.436969,대구광역시 대구도시철도공사,대구광역시 달성군 다사읍 문양길 71,053-584-6826,2021-03-31,B552109,대구도시철도공사
217,다사,S2702,대구 도시철도 2호선,Dasa,多斯,일반역,,,35.8649583,128.4561083,대구광역시 대구도시철도공사,대구광역시 달성군 다사읍 다사로지하30,053-588-6680,2021-03-31,B552109,대구도시철도공사
218,대실,S2702,대구 도시철도 2호선,Daesil,없음,일반역,,,35.8579028,128.4644392,대구광역시 대구도시철도공사,대구광역시 달성군 다사읍 달구벌대로지하888,053-587-1933,2021-03-31,B552109,대구도시철도공사
219,강창,S2702,대구 도시철도 2호선,Gangchang,江倉,일반역,,,35.8530713,128.4770843,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1014 (호산동),053-585-0660,2021-03-31,B552109,대구도시철도공사
220,계명대,S2702,대구 도시철도 2호선,Keimyung Univ.,啓明大,일반역,,,35.8511654,128.4909082,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1140 (신당동),053-588-0990,2021-03-31,B552109,대구도시철도공사
221,성서산업단지,S2702,대구 도시철도 2호선,Seongseo Industrial Complex,城西工團,일반역,,,35.8516818,128.5068662,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1280 (이곡동),053-582-6215,2021-03-31,B552109,대구도시철도공사
222,이곡,S2702,대구 도시철도 2호선,Igok,梨谷,일반역,,,35.850578,128.515776,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1357 (이곡동),053-582-6214,2021-03-31,B552109,대구도시철도공사
223,용산,S2702,대구 도시철도 2호선,Yongsan,龍山,일반역,,,35.849053,128.528702,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1476 (용산동),053-553-3598,2021-03-31,B552109,대구도시철도공사
224,죽전,S2702,대구 도시철도 2호선,Jukjeon,竹田,일반역,,,35.8503956,128.5381172,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1560 (죽전동),053-556-0292,2021-03-31,B552109,대구도시철도공사
225,감삼,S2702,대구 도시철도 2호선,Gamsam,甘三,일반역,,,35.8542327,128.5477848,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1665 (감삼동),053-552-2856,2021-03-31,B552109,대구도시철도공사
226,두류,S2702,대구 도시철도 2호선,Duryu,頭流,일반역,,,35.8578873,128.5552363,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1760 (두류동),053-628-3663,2021-03-31,B552109,대구도시철도공사
227,내당,S2702,대구 도시철도 2호선,Naedang,內唐,일반역,,,35.860139,128.564636,대구광역시 대구도시철도공사,대구광역시 달서구 달구벌대로 지하1900 (두류동),053-656-6038,2021-03-31,B552109,대구도시철도공사
228,반고개,S2702,대구 도시철도 2호선,Bangogae,없음,일반역,,,35.862248,128.572731,대구광역시 대구도시철도공사,대구광역시 서구 달구벌대로 지하1827 (내당동),053-655-1196,2021-03-31,B552109,대구도시철도공사
229,청라언덕,S2702,대구 도시철도 2호선,CheongnaHill,靑蘿坡,환승역,S2702+S2703,대구 도시철도 2호선 + 대구 도시철도 3호선,35.864875,128.582358,대구광역시 대구도시철도공사,대구광역시 중구 달구벌대로 지하2000 (동산동),053-256-7728,2021-03-31,B552109,대구도시철도공사
230,반월당,S2702,대구 도시철도 2호선,Banwoldang,半月堂,환승역,S2702+S2701,대구 도시철도 2호선 + 대구 도시철도 1호선,35.865513,128.593393,대구광역시 대구도시철도공사,대구광역시 중구 달구벌대로 지하2100 (덕산동),053-252-0689,2021-03-31,B552109,대구도시철도공사
231,경대병원,S2702,대구 도시철도 2호선,Kyung-dae hosp.,慶大病院,일반역,,,35.863183,128.602626,대구광역시 대구도시철도공사,대구광역시 중구 달구벌대로 지하2190 (삼덕동),053-427-0523,2021-03-31,B552109,대구도시철도공사
232,대구은행,S2702,대구 도시철도 2호선,Daegu Bank,大邱銀行,일반역,,,35.859777,128.614091,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2300 (수성동),053-752-0206,2021-03-31,B552109,대구도시철도공사
233,범어,S2702,대구 도시철도 2호선,Beomeo,泛魚,일반역,,,35.8590259,128.6238385,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2396 (범어동),053-756-9376,2021-03-31,B552109,대구도시철도공사
234,수성구청,S2702,대구 도시철도 2호선,Suseong-gu Office,壽城區廳,일반역,,,35.8585726,128.6360776,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2500 (범어동),053-756-7822,2021-03-31,B552109,대구도시철도공사
235,만촌,S2702,대구 도시철도 2호선,Manchon,晩村,일반역,,,35.8580984,128.6429934,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2584 (만촌동),053-751-0287,2021-03-31,B552109,대구도시철도공사
236,담티,S2702,대구 도시철도 2호선,Damti,(壽城大.大倫),일반역,,,35.8548283,128.6517483,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2672 (만촌동),053-752-0959,2021-03-31,B552109,대구도시철도공사
237,연호,S2702,대구 도시철도 2호선,Yeonho,蓮湖,일반역,,,35.8463606,128.6712747,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2870 (연호동),053-791-0922,2021-03-31,B552109,대구도시철도공사
215,지게골역,S2602,부산도시철도 2호선,Jigegol,支架谷,일반역,,,35.135574,129.074365,부산교통공사,부산광역시 남구 수영로 지하 70,051-678-6215,2020-06-05,5380000,경상남도 양산시
238,대공원,S2702,대구 도시철도 2호선,Daegongwon(Grand Park),大公園,일반역,,,35.8426754,128.6797386,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하2950 (연호동),053-791-0881,2021-03-31,B552109,대구도시철도공사
239,고산,S2702,대구 도시철도 2호선,Gosan,孤山,일반역,,,35.8428892,128.6928426,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하3080 (시지동),053-791-0858,2021-03-31,B552109,대구도시철도공사
240,신매,S2702,대구 도시철도 2호선,Sinmae,新梅,일반역,,,35.8408467,128.7045286,대구광역시 대구도시철도공사,대구광역시 수성구 달구벌대로 지하3180 (매호동),053-791-0898,2021-03-31,B552109,대구도시철도공사
115,설화명곡,S2701,대구 도시철도 1호선,SeolhwaMyeonggok,舌化椧谷,일반역,,,35.7987183,128.4893178,대구광역시 대구도시철도공사,대구광역시 달성군 화원읍 비슬로 2476,053-643-2674,2021-03-31,B552109,대구도시철도공사
116,화원,S2701,대구 도시철도 1호선,Hwawon,花園,일반역,,,35.8043566,128.5004042,대구광역시 대구도시철도공사,대구광역시 달성군 화원읍 비슬로 지하2600,053-643-5125,2021-03-31,B552109,대구도시철도공사
117,대곡,S2701,대구 도시철도 1호선,Daegok,大谷,일반역,,,35.809497,128.510391,대구광역시 대구도시철도공사,대구광역시 달서구 비슬로 지하2718 (대곡동),053-644-7723,2021-03-31,B552109,대구도시철도공사
