연번,구분,설립형태,유형,시도,시군구,시설명,주소,전화번호,팩스,관계행정기관
400,민간,-,종합병원,전북,부안군,부안성모병원,전북 부안군 부안읍 오정2길 24,063-581-5100,063-580-8197,-
401,민간,-,종합병원,전북,익산시,(의료법인대산의료재단)익산병원,전북 익산시 무왕로 969 (신동),063-840-9114,063-840-9188,-
402,민간,-,종합병원,전북,전주시,대자인병원,전북 전주시 덕진구 견훤로 390 (우아동3가),063-240-2000,063-240-2009,-
403,민간,-,종합병원,전북,전주시,의료법인영경의료재단전주병원,전북 전주시 완산구 한두평3길 13 (중화산동2가),063-220-7200,063-220-7222,-
404,민간,-,종합병원,전북,전주시,재단법인예수병원유지재단예수병원,전북 전주시 완산구 서원로 365 (중화산동1가),063-230-8114,063-230-8115,-
405,민간,-,종합병원,전북,전주시,전주고려병원,전북 전주시 덕진구 안덕원로 367 (산정동),063-240-7300,063-240-7337,-
406,민간,-,종합병원,전북,정읍시,재단법인아산사회복지재단정읍아산병원,전북 정읍시 충정로 606-22(용계동),063-530-6000,063-535-5159,-
407,민간,-,종합병원,전남,고흥군,고흥윤호21병원,전남 고흥군 고흥읍 터미널길 16,061-830-7000,061-834-2992,-
408,민간,-,종합병원,전남,고흥군,의료법인영성의료재단고흥종합병원,전남 고흥군 고흥읍 고흥로 1935,051-835-6000,061-832-1999,-
409,민간,-,종합병원,전남,광양시,광양사랑병원,전남 광양시 공영로 71  (중동),061-797-7000,061-797-7878,-
410,민간,-,종합병원,전남,나주시,나주종합병원,전남 나주시 영산로 5419  (성북동),061-330-6114,061-333-1506,-
411,민간,-,종합병원,전남,목포시,목포기독병원,전남 목포시 백년대로 303  (상동),061-280-7500,061-280-7170,-
412,민간,-,종합병원,전남,목포시,목포중앙병원,전남 목포시 영산로 623  (석현동),061-280-3000,061-282-3750,-
413,민간,-,종합병원,전남,목포시,목포한국병원,전남 목포시 영산로 483  (상동),061-270-5800,061-270-5592,-
414,민간,-,종합병원,전남,목포시,의료법인해민의료재단세안종합병원,전남 목포시 고하대로 795-2 (연산동),061-260-6713,061-260-6704,-
415,민간,-,종합병원,전남,무안군,의료법인대송의료재단무안병원,전남 무안군 무안읍 몽탄로 65,061-450-3111,061-453-7587,-
416,민간,-,종합병원,전남,순천시,성가롤로병원,전남 순천시 순광로 221  (조례동),061-720-2000,061-720-6000,-
417,민간,-,종합병원,전남,순천시,순천중앙병원,전남 순천시 장명로 5 (장천동),061-749-5000,061-743-5702,-
418,민간,-,종합병원,전남,순천시,의료법인청언의료재단순천제일병원,전남 순천시 기적의도서관1길 3  (조례동),061-720-3500,061-720-3412,-
419,민간,-,종합병원,전남,순천시,의료법인한국의료재단순천한국병원,전남 순천시 우명길 42  (연향동),061-740-5000,061-740-5050,-
420,민간,-,종합병원,전남,여수시,여수전남병원,전남 여수시 좌수영로 49  (광무동),061-640-7128,061-643-2628,-
421,민간,-,종합병원,전남,여수시,여천전남병원,전남 여수시 무선로 95  (선원동),061-690-6000,061-684-5516,-
422,민간,-,종합병원,전남,여수시,의료법인서구의료재단여수성심병원,전남 여수시 둔덕5길 19  (둔덕동),061-650-8000,061-651-7550,-
423,민간,-,종합병원,전남,영광군,영광종합병원,전남 영광군 영광읍 와룡로 3,061-350-8091,061-353-8010,-
424,민간,-,종합병원,전남,영광군,의료법인거명의료재단영광기독병원,전남 영광군 영광읍 신남로 265,061-350-3015,061-353-6007,-
425,민간,-,종합병원,전남,장흥군,의료법인우범의료재단장흥종합병원,전남 장흥군 장흥읍 흥성로 74,061-862-8300,061-863-1130,-
426,민간,-,종합병원,전남,해남군,의료법인행촌의료재단해남병원,전남 해남군 해남읍 해남로 45,061-536-4116,061-533-4556,-
427,민간,-,종합병원,전남,해남군,해남우리종합병원,전남 해남군 옥천면 해남로 597,061-530-7000,061-530-7010,-
428,민간,-,종합병원,전남,화순군,화순전남대학교병원,전남 화순군 화순읍 서양로 322,061-379-7114,061-379-7420,-
429,민간,-,종합병원,경북,경산시,의)근원의료재단경산중앙병원,경북 경산시 경안로 11  (백천동),053-715-0100,053-715-0111,-
430,민간,-,종합병원,경북,경주시,동국대학교의과대학경주병원,경북 경주시 동대로 87  (석장동),054-748-9300,054-770-8500,-
431,민간,-,종합병원,경북,구미시,구미강동병원,경북 구미시 인동20길 46,054-453-7575,054-456-1348,-
432,민간,-,종합병원,경북,구미시,차의과학대학교부속구미차병원,경북 구미시 신시로10길 12,054-450-9700,054-450-9889,-
433,민간,-,종합병원,경북,구미시,학교법인동은학원순천향대학교구미병원,경북 구미시 1공단로 179 (공단동),054-468-9544,054-468-9990,-
434,민간,-,종합병원,경북,김천시,의료법인덕산의료재단김천제일병원,경북 김천시 신음1길 12,054-420-9300,054-420-9400,-
435,민간,-,종합병원,경북,문경시,의료법인동춘의료재단문경제일병원,경북 문경시 당교3길 25  (모전동),054-550-7700,054-552-5664,-
436,민간,-,종합병원,경북,상주시,의료법인삼백의료재단상주성모병원,경북 상주시 냉림서성길 7,054-532-5001,054-531-0017,-
437,민간,-,종합병원,경북,안동시,안동성소병원,경북 안동시 서동문로 99,054-850-8114,054-857-5706,-
438,민간,-,종합병원,경북,안동시,의료법인안동병원,경북 안동시 앙실로 11  (수상동),054-840-1004,054-821-1165,-
439,민간,-,종합병원,경북,영천시,영남대학교의과대학부속영천병원,경북 영천시 오수1길 10,054-338-9000,054-338-5905,-
440,민간,-,종합병원,경북,포항시,에스포항병원,경북 포항시 북구 포스코대로 246 (죽도동),054-613-7350,054-613-7300,-
441,민간,-,종합병원,경북,포항시,의료법인은성의료재단좋은선린병원,경북 포항시 북구 대신로 43  (대신동),054-245-5338,054-245-5311,-
442,민간,-,종합병원,경북,포항시,의료법인한성재단포항세명기독병원,경북 포항시 남구 포스코대로 351  (대도동),054-275-0005,054-275-0003,-
443,민간,-,종합병원,경북,포항시,포항성모병원,경북 포항시 남구 대잠동길 17 (대잠동),054-272-0151,054-260-8010,-
444,민간,-,종합병원,경남,거제시,의료법인거붕백병원,경남 거제시 계룡로5길 14 (상동동),055-635-2187,055-733-0899,-
445,민간,-,종합병원,경남,거제시,의료법인대우의료재단대우병원,경남 거제시 두모길 16 (두모동),055-680-8114,055-682-1433,-
446,민간,-,종합병원,경남,거제시,의료법인성념의료재단맑은샘병원,경남 거제시 연초면 거제대로 4477,055-731-1240,055-731-1221,-
447,민간,-,종합병원,경남,김해시,김해복음병원,경남 김해시 활천로 33 (삼정동),055-330-8888,,-
448,민간,-,종합병원,경남,김해시,의료법인보원의료재단김해중앙병원,경남 김해시 분성로 94-8 (외동),055-330-6000,055-330-6100,-
449,민간,-,종합병원,경남,김해시,의료법인환명의료재단조은금강병원,경남 김해시 김해대로 1814-37 (삼계동),055-330-0300,055-330-0346,-
450,민간,-,종합병원,경남,김해시,의료법인갑을의료재단갑을장유병원,경남 김해시 장유로 167-13 (부곡동),055-310-6000,055-310-6100,-
451,민간,-,종합병원,경남,마산시,동마산병원,경남 창원시 마산회원구 3·15대로 681 (석전동),055-290-5114,055-293-3266,-
452,민간,-,종합병원,경남,마산시,의료법인석영의료재단창원제일종합병원,경남 창원시 마산합포구 3·15대로 238 (중앙동3가),055-223-9000,055-243-3313,-
453,민간,-,종합병원,경남,마산시,의료법인청아의료재단청아병원,경남 창원시 마산회원구 내서읍 광려천서로 67,055-230-1500,055-232-8678,-
454,민간,-,종합병원,경남,마산시,의료법인합포의료재단MH연세병원,경남 창원시 마산합포구 3·15대로 76 (월남동2가 합포의료재단),055-243-0100,055-247-8478,-
455,민간,-,종합병원,경남,마산시,학교법인성균관대학삼성창원병원,경남 창원시 마산회원구 팔용로 158-158 (합성동),055-233-5114,055-290-6555,-
456,민간,-,종합병원,경남,밀양시,의료법인영남병원,경남 밀양시 밀양대로 1959 (내이동),055-354-8102,055-354-0465,-
457,민간,-,종합병원,경남,양산시,베데스다병원,경남 양산시 신기로 28 (신기동),055-384-9901,055-384-9910,-
458,민간,-,종합병원,경남,양산시,양산부산대학교병원,경남 양산시 물금읍 금오로 20,055-360-1000,055-360-1039,-
459,민간,-,종합병원,경남,양산시,의료법인보원의료재단웅상중앙병원,경남 양산시 서창로 59 (명동),055-912-8000,055-912-1661,-
460,민간,-,종합병원,경남,진주시,제일병원,경남 진주시 진주대로 885 (강남동),055-750-7123,055-752-7574,-
461,민간,-,종합병원,경남,진주시,진주고려병원,경남 진주시 동진로 2 (칠암동 진주고려병원),055-751-2500,055-757-4705,-
462,민간,-,종합병원,경남,진해시,진해연세병원,경남 창원시 진해구 해원로32번길 13 (이동),055-548-7700,055-548-7757,-
463,민간,-,종합병원,경남,창원시,창원파티마병원,경남 창원시 의창구 창이대로 45 (명서동),055-270-1000,055-265-7766,-
464,민간,-,종합병원,경남,창원시,창원경상대학교병원,경남 창원시 성산구 삼정자로 11 (성주동),055-214-1102,055-214-1031,-
465,민간,-,종합병원,경남,창원시,한마음창원병원,경남 창원시 성산구 원이대로682번길 21 (상남동),055-267-2000,055-267-7610,-
466,민간,-,종합병원,제주,제주시,의료법인중앙의료재단에스-중앙병원,제주특별자치도 제주시 월랑로 91(이호이동),064-786-7000,064-786-7999,-
467,민간,-,종합병원,제주,제주시,의료법인혜인의료재단한국병원,제주특별자치도 제주시 서광로 193,064-750-0000,064-752-1998,-
468,민간,-,종합병원,제주,제주시,제주대학교병원,제주특별자치도 제주시 아란13길 15 (아라일동),064-717-1075,064-757-8276(총무과),-
469,민간,-,종합병원,제주,제주시,제주한라병원,제주특별자치도 제주시 도령로 65,064-740-5214,064-743-3110,-
470,민간,-,종합병원,제주,제주시,한마음병원,제주특별자치도 제주시 연신로 52 (이도이동),064-750-9000,064-750-9800,-
