"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3180000","3180000-102-2001-14133","20011010","","03","폐업","02","폐업","20090210","","","","6785096","89.69","150033","서울특별시 영등포구 영등포동3가 13번지 ","","","페라리","20090312102645","I","2018-08-31 23:59:59.0","룸살롱","191925.582929646    ","446245.80638739     ","룸살롱","0","0","","","","","","","","","","","","N","89.69","","",""
"3180000","3180000-102-2001-14129","20010912","","03","폐업","02","폐업","20070810","","","","02 7843358","","150733","서울특별시 영등포구 여의도동 43번지 미원빌딩지1 ","서울특별시 영등포구 국제금융로 70 (여의도동미원빌딩지1)","07333","첼로","20150205180019","I","2018-08-31 23:59:59.0","룸살롱","193798.948251805    ","446579.652565611    ","룸살롱","0","0","","","","","","","","","","","","N","0","","",""
"3180000","3180000-102-2001-14127","20010808","","03","폐업","02","폐업","20090722","","","","02 6721673","","150092","서울특별시 영등포구 문래동2가 24번지 지하2층 ","","","태평양스텐드빠","20090722200928","I","2018-08-31 23:59:59.0","스텐드바","190565.841766316    ","445580.426205197    ","스텐드바","","","","","","","","","","","","","","N","0","","",""
"3180000","3180000-102-2001-02677","20010726","","03","폐업","02","폐업","20020321","","","","02 7835913","272.09","150891","서울특별시 영등포구 여의도동 45-3번지 ","","","빅토리아","20020322000000","I","2018-08-31 23:59:59.0","카바레","193598.536439636    ","446357.770653118    ","카바레","3","6","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","272.09","","",""
"3180000","3180000-102-2001-14147","20010706","","03","폐업","02","폐업","20060227","","","","02 7839232","142.20","150890","서울특별시 영등포구 여의도동 44-13번지 충무빌딩지하101112호 ","","","여랑","20050120000000","I","2018-08-31 23:59:59.0","룸살롱","193861.272368256    ","446387.375846863    ","룸살롱","","","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","142.2","","",""
"3180000","3180000-102-2001-02662","20010703","","03","폐업","02","폐업","20010811","","","","02 7807778","111.64","150889","서울특별시 영등포구 여의도동 43-3번지 홍우빌딩 ","","","레젼드","20011211000000","I","2018-08-31 23:59:59.0","카바레","193844.169062846    ","446511.783285705    ","카바레","2","6","기타","지도","상수도전용","","","","","","","","","N","111.64","","",""
"3180000","3180000-102-2001-14145","20010702","","03","폐업","02","폐업","20150730","","","","26724480","166.75","150031","서울특별시 영등포구 영등포동1가 139-5번지 ","서울특별시 영등포구 경인로 872 (영등포동1가)","07306","서프라이즈","20160204171839","I","2018-08-31 23:59:59.0","룸살롱","191943.16676686     ","446105.56264026     ","룸살롱","","","","","","","","","","","","","","N","166.75","","",""
"3180000","3180000-102-2012-00004","20120713","","03","폐업","02","폐업","20180905","","","","","73.92","150891","서울특별시 영등포구 여의도동 45-20번지 ","서울특별시 영등포구 국제금융로8길 27-9 3층 301호 (여의도동 동북빌딩 )","07332","비행기파티","20180905161047","U","2018-09-05 23:59:59.0","룸살롱","193657.079889411    ","446371.108165276    ","룸살롱","","","기타","","","","","","","","","","","N","73.92","","",""
"3180000","3180000-102-2012-00002","20120423","","03","폐업","02","폐업","20131203","","","","02  63346263","50.15","150889","서울특별시 영등포구 여의도동 43번지 지15호","서울특별시 영등포구 국제금융로 70 지15호 (여의도동)","07333","해비치","20120423123626","I","2018-08-31 23:59:59.0","룸살롱","193798.948251805    ","446579.652565611    ","룸살롱","","1","학교정화(상대)","기타","상수도전용","","","","","","","","","N","50.15","","",""
"3180000","3180000-102-2011-00010","20111101","","03","폐업","02","폐업","20200520","","","","02 7850934","97.73","150892","서울특별시 영등포구 여의도동 46-1번지 (지하1층) ","서울특별시 영등포구 여의대방로65길 13 (여의도동(지하1층))","07334","상상플러스","20200520170504","U","2020-05-22 02:40:00.0","룸살롱","193707.703181901    ","446349.960394983    ","룸살롱","","","유흥업소밀집지역","","","","","","","","","","","N","97.73","","",""
"3180000","3180000-102-2011-00006","20110908","","03","폐업","02","폐업","20120619","","","","","175.22","150890","서울특별시 영등포구 여의도동 44-16번지 지하1층 56호 ","서울특별시 영등포구 여의대방로67길 10 (여의도동지하1층 56호)","07333","외교클럽","20110908171646","I","2018-08-31 23:59:59.0","룸살롱","193818.79109034     ","446395.886698317    ","룸살롱","","","기타","","상수도전용","","","","","","","","","N","175.22","","",""
"3180000","3180000-102-1980-02689","19800906","","03","폐업","02","폐업","20180905","","","","0226319826","77.57","150903","서울특별시 영등포구 영등포동2가 434-7번지 ","서울특별시 영등포구 국회대로54길 43 (영등포동2가)","07249","퓨전선술집","20180906113646","U","2018-09-06 23:59:59.0","간이주점","191954.850779139    ","446610.770271269    ","간이주점","","","","","","","","","","","","","","N","77.57","","",""
"3180000","3180000-102-1980-02670","19800412","","03","폐업","02","폐업","20140530","","","","0207805141","342.15","150890","서울특별시 영등포구 여의도동 44-32번지 에리트 지하동 3호","서울특별시 영등포구 여의대방로65길 12 지하동 3호 (여의도동에리트)","07333","이비자","20131029173834","I","2018-08-31 23:59:59.0","룸살롱","193745.64337296     ","446380.254633325    ","룸살롱","","","","","","","","","","","","","","N","342.15","","",""
"3180000","3180000-102-1980-02613","19800322","","03","폐업","02","폐업","19991129","","","","02 7844009","59.94","150733","서울특별시 영등포구 여의도동 43-0번지 미원빌딩314315 ","","","피카소","19991129000000","I","2018-08-31 23:59:59.0","룸살롱","193798.948251805    ","446579.652565611    ","룸살롱","3","4","기타","지도","상수도전용","","","","","","","","","N","59.94","","",""
"3180000","3180000-102-2002-00016","20021023","","03","폐업","02","폐업","20200522","","","","26763000","1119.34","150901","서울특별시 영등포구 영등포동2가 94-139번지 ","서울특별시 영등포구 버드나루로 30 (영등포동2가)","07254","명화나이트","20200522144439","U","2020-05-24 02:40:00.0","고고(디스코)클럽","192185.469140553    ","446594.018308759    ","고고(디스코)클럽","0","0","","","","","","","","","","","","N","1119.34","","",""
"3180000","3180000-102-2002-00015","20020927","","03","폐업","02","폐업","20151030","","","","6654031","133.29","150033","서울특별시 영등포구 영등포동3가 3-12번지 ","서울특별시 영등포구 영중로10길 23 (영등포동3가)","07303","히딩크가요마을","20130108145020","I","2018-08-31 23:59:59.0","기타","191804.686122236    ","446301.618835953    ","기타","0","0","","","","","","","","","","","","N","133.29","","",""
"3180000","3180000-102-2002-00014","20020924","","03","폐업","02","폐업","20130326","","","","0226349638","230.81","150033","서울특별시 영등포구 영등포동3가 23-12번지 지하1층 ","서울특별시 영등포구 영중로6길 23-2 (영등포동3가지하1층)","07304","사랑","20030721000000","I","2018-08-31 23:59:59.0","기타","191853.391777102    ","446182.129014848    ","기타","","","","","","","","","","","","","","N","230.81","","",""
"3180000","3180000-102-1980-13168","19800215","","03","폐업","02","폐업","20080912","","","","02 8440900","289.70","150823","서울특별시 영등포구 대림동 990-4번지 ","","","뉴서울노래광장","20090114103547","I","2018-08-31 23:59:59.0","간이주점","191585.173191958    ","442950.2893204      ","간이주점","2","5","기타","을","","","","","","","","","","N","289.7","","",""
"3180000","3180000-102-1979-02688","19790525","","03","폐업","02","폐업","20000317","","","","02","95.92","150885","서울특별시 영등포구 여의도동 35-5번지 ","","","그린힐","20000317000000","I","2018-08-31 23:59:59.0","비어(바)살롱","193306.330043669    ","446582.782311218    ","비어(바)살롱","1","3","기타","지도","상수도전용","","","","","","","","","N","95.92","","",""
"3180000","3180000-102-1978-02619","19781215","","03","폐업","02","폐업","20130905","","","","0226333434","212.54","150045","서울특별시 영등포구 당산동5가 산 32-2번지 ","","","오렌지","20130917104518","I","2018-08-31 23:59:59.0","룸살롱","","","룸살롱","","","","","","","","","","","","","","N","212.54","","",""
"3180000","3180000-102-2002-00011","20020809","","03","폐업","02","폐업","20060314","","","","02 7844047","","150733","서울특별시 영등포구 여의도동 43번지 미원빌딩307호 ","","","휘가로","20041129000000","I","2018-08-31 23:59:59.0","룸살롱","193798.948251805    ","446579.652565611    ","룸살롱","0","0","","","","","","","","","","","","N","0","","",""
"3180000","3180000-102-2002-00010","20020802","","03","폐업","02","폐업","20111011","","","","","139.10","150892","서울특별시 영등포구 여의도동 46-1번지 유창빌딩지하1층 ","","","스페인","20100604104401","I","2018-08-31 23:59:59.0","룸살롱","193707.703181901    ","446349.960394983    ","룸살롱","","","","","","","","","","","","","","N","139.1","","",""
"3180000","3180000-102-2002-00008","20020628","","03","폐업","02","폐업","20080502","","","","","86.50","150890","서울특별시 영등포구 여의도동 44-35번지 제일빌딩지하1516호 ","","","폭스","20070411000000","I","2018-08-31 23:59:59.0","룸살롱","193818.18014        ","446332.089777304    ","룸살롱","0","0","","","","","","","","","","","","N","86.5","","",""
"3180000","3180000-102-1978-02744","19781113","","03","폐업","02","폐업","20160502","","","","0266707503","527.88","150870","서울특별시 영등포구 여의도동 13-3번지 지하12층 ","서울특별시 영등포구 국회대로76길 16 (여의도동지하12층)","07238","맨하탄","20150615103932","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","193019.645823279    ","447560.162310375    ","관광호텔나이트(디스코)","","","","","","","","","","","","","","N","527.88","","",""
"3180000","3180000-102-1978-02608","19781024","","03","폐업","02","폐업","20140829","","","","0200000000","320.64","150870","서울특별시 영등포구 여의도동 13-3번지 ","서울특별시 영등포구 국회대로76길 16 (여의도동)","07238","맨하탄","20050318000000","I","2018-08-31 23:59:59.0","룸살롱","193019.645823279    ","447560.162310375    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","320.64","","",""
"3180000","3180000-102-2001-14143","20011228","","03","폐업","02","폐업","20071031","","","","","","150872","서울특별시 영등포구 여의도동 15-13번지 4층 ","","","엔티마클럽2","20080724132655","I","2018-08-31 23:59:59.0","룸살롱","192866.856097244    ","447341.334688661    ","룸살롱","0","0","","","","","","","","","","","","N","0","","",""
"3180000","3180000-102-2000-13256","20000411","","03","폐업","02","폐업","20060726","","","","02 8438158","98.94","150837","서울특별시 영등포구 신길동 69-9번지 ","","","타임","20000411000000","I","2018-08-31 23:59:59.0","룸살롱","193034.195241149    ","445662.11888552     ","룸살롱","0","0","기타","자율","","","","","","","","","","N","98.94","","",""
"3180000","3180000-102-2000-13251","20000410","","03","폐업","02","폐업","20180619","","","","02  26789535","96.77","150033","서울특별시 영등포구 영등포동3가 17-11번지 지하1층 ","서울특별시 영등포구 영등포로42길 9-1 (영등포동3가 지하1층)","07302","로마노래바","20180619110033","I","2018-08-31 23:59:59.0","룸살롱","191700.45623901     ","446257.474078594    ","룸살롱","","","","","","","","","","","","","","N","96.77","","",""
"3180000","3180000-102-2000-13155","20000308","","03","폐업","02","폐업","20050927","","","","02 7823315","54.28","150733","서울특별시 영등포구 여의도동 43-0번지 미원빌딩 219.218 ","","","비발디","20000308000000","I","2018-08-31 23:59:59.0","룸살롱","193798.948251805    ","446579.652565611    ","룸살롱","0","0","기타","기타","","","","","","","","","","N","54.28","","",""
"3180000","3180000-102-2000-13149","20000307","","03","폐업","02","폐업","20010827","","","","0226323898","399.00","150033","서울특별시 영등포구 영등포동3가 20번지 ","","","이주일 스텐드바","20010827000000","I","2018-08-31 23:59:59.0","카바레","191734.151585584    ","446142.23872583     ","카바레","1","2","유흥업소밀집지역","자율","","","","","","","","","","N","399","","",""
"3180000","3180000-102-2000-02713","20000302","","03","폐업","02","폐업","20001104","","","","02","45.00","150895","서울특별시 영등포구 여의도동 53-0번지 ","","","크림","20001104000000","I","2018-08-31 23:59:59.0","비어(바)살롱","193989.272586157    ","446346.562230998    ","비어(바)살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","45","","",""
"3180000","3180000-102-2000-02761","20000219","","03","폐업","02","폐업","20051219","","","","0226065525","579.07","150031","서울특별시 영등포구 영등포동1가 143-3번지 ","","","런던카바레","20030721000000","I","2018-08-31 23:59:59.0","카바레","191908.118795329    ","446086.819081927    ","카바레","12","0","기타","지도","상수도전용","","","","","","","","","N","579.07","","",""
"3180000","3180000-102-2000-13065","20000120","","03","폐업","02","폐업","20070202","","","","02","247.76","150891","서울특별시 영등포구 여의도동 45-5번지 지하8호 ","","","은좌","20061220000000","I","2018-08-31 23:59:59.0","룸살롱","193616.796239252    ","446333.482649997    ","룸살롱","0","0","기타","자율","","","","","","","","","","N","247.76","","",""
"3180000","3180000-102-2000-13050","20000114","","03","폐업","02","폐업","20090311","","","","0226312046","171.60","150035","서울특별시 영등포구 영등포동5가 37-2번지 ","","","쑈걸","20080227151551","I","2018-08-31 23:59:59.0","룸살롱","191561.949811206    ","446619.701821882    ","룸살롱","1","1","기타","기타","","","","","","","","","","N","171.6","","",""
"3180000","3180000-102-2000-02607","20000106","","03","폐업","02","폐업","20010711","","","","02","415.53","150891","서울특별시 영등포구 여의도동 45-3번지 ","","","홀인원","20010711000000","I","2018-08-31 23:59:59.0","룸살롱","193598.536439636    ","446357.770653118    ","룸살롱","0","0","유흥업소밀집지역","자율","","","","","","","","","","N","415.53","","",""
"3180000","3180000-102-2007-00003","20070626","","03","폐업","02","폐업","20141222","","","","","227.67","150890","서울특별시 영등포구 여의도동 44-32번지 지하105106 ","서울특별시 영등포구 여의대방로65길 지하 12 1층 105106호 (여의도동)","","티오피(TOP)","20140821152806","I","2018-08-31 23:59:59.0","룸살롱","193745.64337296     ","446380.254633325    ","룸살롱","","","","","","","","","","","","","","N","227.67","","",""
"3180000","3180000-102-2007-00002","20070323","","03","폐업","02","폐업","20140530","","","","26787879","66.56","150033","서울특별시 영등포구 영등포동3가 11-16번지 ","서울특별시 영등포구 영중로4길 24 (영등포동3가)","","코지","20140319153328","I","2018-08-31 23:59:59.0","룸살롱","191953.42722700000  ","446453.78175700000  ","룸살롱","0","0","유흥업소밀집지역","","상수도전용","","","","","","","","","N","66.56","","",""
"3180000","3180000-102-2010-00015","20101229","","03","폐업","02","폐업","20160523","","","","","111.15","150885","서울특별시 영등포구 여의도동 35-2번지 지하2층 10호 ","서울특별시 영등포구 국제금융로6길 30 (여의도동지하2층 10호)","07328","라스베가스","20150211150245","I","2018-08-31 23:59:59.0","룸살롱","193437.233759373    ","446618.398688307    ","룸살롱","","","유흥업소밀집지역","","상수도전용","","","","","","","","","N","111.15","","",""
"3180000","3180000-102-1999-12709","19991227","","03","폐업","02","폐업","20170217","","","","0226719040","137.43","150092","서울특별시 영등포구 문래동2가 21-6번지 (25-12) ","서울특별시 영등포구 경인로 727 (문래동2가(25-12))","07290","황제비지니스클럽","20170420161230","I","2018-08-31 23:59:59.0","룸살롱","190589.51150943     ","445605.099652272    ","룸살롱","0","0","기타","자율","상수도전용","","","","","","","","","N","137.43","","",""
"3180000","3180000-102-1999-13003","19991223","","03","폐업","02","폐업","20010428","","","","02 7827335","311.49","150741","서울특별시 영등포구 여의도동 44-26번지 중앙빌딩지하2호 ","","","국빈","20010428000000","I","2018-08-31 23:59:59.0","룸살롱","193657.203252183    ","446493.709452709    ","룸살롱","0","0","유흥업소밀집지역","자율","","","","","","","","","","N","311.49","","",""
"3180000","3180000-102-1999-13001","19991222","","03","폐업","02","폐업","20040416","","","","0237753636","140.86","150891","서울특별시 영등포구 여의도동 45-5번지 대우오피스텔101102103 ","","","발렌타인","20030708000000","I","2018-08-31 23:59:59.0","룸살롱","193616.796239252    ","446333.482649997    ","룸살롱","0","0","기타","기타","","","","","","","","","","N","140.86","","",""
"3180000","3180000-102-2007-00001","20070216","","03","폐업","02","폐업","20150421","","","","0226780885","78.21","150033","서울특별시 영등포구 영등포동3가 11-16번지 ","서울특별시 영등포구 영중로4길 24 (영등포동3가)","","애인","20110404093300","I","2018-08-31 23:59:59.0","룸살롱","191953.42722700000  ","446453.78175700000  ","룸살롱","0","3","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","78.21","","",""
"3180000","3180000-102-2006-00009","20061017","","03","폐업","02","폐업","20071004","","","","","74.74","150033","서울특별시 영등포구 영등포동3가 12-17번지 12-18 ","","","아이디","20070718140756","I","2018-08-31 23:59:59.0","룸살롱","191935.312936049    ","446174.646226059    ","룸살롱","","","","","","","","","","","","","","N","74.74","","",""
"3180000","3180000-102-2006-00007","20060818","","03","폐업","02","폐업","20130508","","","","","92.74","150890","서울특별시 영등포구 여의도동 44-35번지 지하3호 ","서울특별시 영등포구 여의대방로 379 (여의도동 지하3호)","07333","놀이터","20120117170507","I","2018-08-31 23:59:59.0","룸살롱","193818.18014        ","446332.089777304    ","룸살롱","","","","","","","","","","","","","","N","92.74","","",""
"3180000","3180000-102-2006-00004","20060502","","03","폐업","02","폐업","20140724","","","","","92.25","150033","서울특별시 영등포구 영등포동3가 5-3번지 ","서울특별시 영등포구 영중로10길 7 (영등포동3가)","07302","토마토","20140728100122","I","2018-08-31 23:59:59.0","룸살롱","191639.715931096    ","446341.813558886    ","룸살롱","0","0","유흥업소밀집지역","","상수도전용","","","","","","","","","N","92.25","","",""
"3180000","3180000-102-1998-02717","19981209","","03","폐업","02","폐업","20150703","","","","02 7852516","148.91","150890","서울특별시 영등포구 여의도동 44-35번지 제일빌딩 ","서울특별시 영등포구 여의대방로 379 (여의도동제일빌딩)","07333","퀸","20150710145251","I","2018-08-31 23:59:59.0","룸살롱","193818.18014        ","446332.089777304    ","룸살롱","1","3","기타","지도","상수도(음용)지하수(주방용)겸용","","","","","","","","","N","148.91","","",""
"3180000","3180000-102-1998-02659","19981012","","03","폐업","02","폐업","20150227","","","","0206348068","79.52","150867","서울특별시 영등포구 양평동4가 98-5번지 지하1층 ","서울특별시 영등포구 양평로 115 (양평동4가지하1층)","07208","OK노래주점","20100225145545","I","2018-08-31 23:59:59.0","비어(바)살롱","190613.705840307    ","448341.565014161    ","비어(바)살롱","","","","","","","","","","","","","","N","79.52","","",""
"3180000","3180000-102-1998-02684","19980310","","03","폐업","02","폐업","20180724","","","","0226753315","97.85","150033","서울특별시 영등포구 영등포동3가 17번지 2층 ","서울특별시 영등포구 영등포로42길 9 (영등포동3가 2층)","07302","히트","20180724151512","I","2018-08-31 23:59:59.0","룸살롱","191704.497270575    ","446273.608913699    ","룸살롱","","","","","","","","","","","","","","N","97.85","","",""
"3180000","3180000-102-1997-02605","19971230","","03","폐업","02","폐업","20040316","","","","02","116.45","150890","서울특별시 영등포구 여의도동 44-23번지 27.29 ","","","샤넬","20030529000000","I","2018-08-31 23:59:59.0","룸살롱","193717.614335836    ","446460.363567554    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","116.45","","",""
"3180000","3180000-102-1997-02631","19970225","","03","폐업","02","폐업","20020913","","","","02675-1576","261.13","150033","서울특별시 영등포구 영등포동3가 3-4번지 ","","","송원","20020913000000","I","2018-08-31 23:59:59.0","룸살롱","191864.36725295     ","446303.736780941    ","룸살롱","7","12","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","261.13","","",""
"3180000","3180000-102-1996-02615","19961212","","03","폐업","02","폐업","20150602","","","","0226360906","94.00","150809","서울특별시 영등포구 당산동6가 224-0번지 ","서울특별시 영등포구 양평로 32 (당산동6가)","07223","파트너","20121221145509","I","2018-08-31 23:59:59.0","룸살롱","191349.222267929    ","447939.351087719    ","룸살롱","","","","","","","","","","","","","","N","94","","",""
"3180000","3180000-102-1996-02679","19960830","","03","폐업","02","폐업","20020708","","","","02","95.53","150733","서울특별시 영등포구 여의도동 43-0번지 미원빌딩지하112 ","","","매니아","20020814000000","I","2018-08-31 23:59:59.0","룸살롱","193798.948251805    ","446579.652565611    ","룸살롱","0","0","유흥업소밀집지역","자율","","","","","","","","","","N","95.53","","",""
"3180000","3180000-102-1996-02683","19960709","","03","폐업","02","폐업","20120118","","","","02 7836486","120.51","150891","서울특별시 영등포구 여의도동 45-3번지 유도회관지하2층 ","","","베스트","20120118114336","I","2018-08-31 23:59:59.0","룸살롱","193598.536439636    ","446357.770653118    ","룸살롱","3","4","기타","지도","상수도전용","","","","","","","","","N","120.51","","",""
"3180000","3180000-102-1996-02614","19960615","","03","폐업","02","폐업","20001212","","","","02","89.76","150891","서울특별시 영등포구 여의도동 45-15번지 서림빌딩 지하6호 ","","","별관","20001212000000","I","2018-08-31 23:59:59.0","룸살롱","193658.473981035    ","446413.91770955     ","룸살롱","3","5","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","89.76","","",""
"3180000","3180000-102-1996-02745","19960522","","03","폐업","02","폐업","20020207","","","","02 7865896","305.22","150890","서울특별시 영등포구 여의도동 44-22번지 ","","","가야","20020208000000","I","2018-08-31 23:59:59.0","카바레","193677.124600368    ","446467.596546146    ","카바레","0","0","유흥업소밀집지역","기타","","","","","","","","","","N","305.22","","",""
"3180000","3180000-102-1994-02706","19940214","","03","폐업","02","폐업","20021129","","","","0207821233","66.31","150885","서울특별시 영등포구 여의도동 35-5번지 종합상가 402호","","","일번지","20020527000000","I","2018-08-31 23:59:59.0","비어(바)살롱","193306.330043669    ","446582.782311218    ","비어(바)살롱","5","12","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","66.31","","",""
"3180000","3180000-102-1993-02668","19930924","","03","폐업","02","폐업","20000627","","","","02","291.27","150885","서울특별시 영등포구 여의도동 35-5번지 ","","","파라오","20010802000000","I","2018-08-31 23:59:59.0","룸살롱","193306.330043669    ","446582.782311218    ","룸살롱","1","4","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","291.27","","",""
"3180000","3180000-102-1990-02707","19900607","","03","폐업","02","폐업","20020426","","","","02 6782907","104.59","150033","서울특별시 영등포구 영등포동3가 7-11번지 19호 ","","","엑스포","20010712000000","I","2018-08-31 23:59:59.0","비어(바)살롱","191634.209673782    ","446274.537335243    ","비어(바)살롱","0","1","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","104.59","","",""
"3180000","3180000-102-1990-02651","19900521","","03","폐업","02","폐업","20070528","","","","02","256.21","150890","서울특별시 영등포구 여의도동 44-32번지 ","","","네바다","20060704000000","I","2018-08-31 23:59:59.0","룸살롱","193745.64337296     ","446380.254633325    ","룸살롱","2","5","기타","지도","상수도전용","","","","","","","","","N","256.21","","",""
"3180000","3180000-102-1990-02588","19900326","","03","폐업","02","폐업","19911224","","","","0206784649","80.54","150033","서울특별시 영등포구 영등포동3가 13-2번지 ","","","대월","20010802000000","I","2018-08-31 23:59:59.0","룸살롱","191947.93349686     ","446239.990332016    ","룸살롱","2","3","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","80.54","","",""
"3180000","3180000-102-1989-02606","19890823","","03","폐업","02","폐업","19900807","","","","0207822702","98.08","150889","서울특별시 영등포구 여의도동 43-2번지 ","","","여정","20010802000000","I","2018-08-31 23:59:59.0","룸살롱","193819.575088866    ","446543.53387045     ","룸살롱","2","5","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","98.08","","",""
"3180000","3180000-102-1989-02639","19890719","","03","폐업","02","폐업","19920107","","","","0208540083","87.30","150033","서울특별시 영등포구 영등포동3가 26-0번지 ","","","스캔들","20010802000000","I","2018-08-31 23:59:59.0","룸살롱","191784.794564879    ","446222.791601545    ","룸살롱","2","5","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","87.3","","",""
"3180000","3180000-102-1989-02743","19890626","","03","폐업","02","폐업","20200327","","","","02","543.53","150868","서울특별시 영등포구 여의도동 10-3번지 ","서울특별시 영등포구 은행로 62 (여의도동)","07241","잰틀맨","20200327143517","U","2020-03-29 02:40:00.0","룸살롱","193321.88651945     ","447552.076521358    ","룸살롱","","","","","","","","","","","","","","N","543.53","","",""
"3180000","3180000-102-1986-02635","19860429","","03","폐업","02","폐업","20020109","","","","02 7837685","128.00","150890","서울특별시 영등포구 여의도동 44-35번지 제일지하1층 ","","","애랑","20020131000000","I","2018-08-31 23:59:59.0","카바레","193818.18014        ","446332.089777304    ","카바레","2","5","기타","지도","상수도전용","","","","","","","","","N","128","","",""
"3180000","3180000-102-1986-02720","19860411","","03","폐업","02","폐업","19900706","","","","0206782670","240.50","150033","서울특별시 영등포구 영등포동3가 16-1번지 ","","","올림피아","20010802000000","I","2018-08-31 23:59:59.0","스텐드바","191723.182919733    ","446297.720359585    ","스텐드바","2","6","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","240.5","","",""
"3180000","3180000-102-1986-02712","19860410","","03","폐업","02","폐업","20011010","","","","02 7832002","62.47","150890","서울특별시 영등포구 여의도동 44-13번지 충무빌딩지하1층 ","","","대송","20011204000000","I","2018-08-31 23:59:59.0","카바레","193861.272368256    ","446387.375846863    ","카바레","7","12","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","62.47","","",""
"3180000","3180000-102-1986-02640","19860410","","03","폐업","02","폐업","20011228","","","","02 7836533","54.60","150890","서울특별시 영등포구 여의도동 44-14번지 경도상가지하1층 ","","","메이퀸","20020201000000","I","2018-08-31 23:59:59.0","룸살롱","193870.812916718    ","446351.97420108     ","룸살롱","2","4","기타","지도","상수도전용","","","","","","","","","N","54.6","","",""
"3180000","3180000-102-1986-02690","19860403","","03","폐업","02","폐업","20000719","","","","02","160.14","150033","서울특별시 영등포구 영등포동3가 17-3번지 ","","","골든벨","20010802000000","I","2018-08-31 23:59:59.0","룸살롱","191744.933385959    ","446261.85494635     ","룸살롱","4","12","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","160.14","","",""
"3180000","3180000-102-1986-02645","19860402","","03","폐업","02","폐업","19931223","","","","0206782314","83.52","150033","서울특별시 영등포구 영등포동3가 14-1번지 ","","","미인파티","20010802000000","I","2018-08-31 23:59:59.0","룸살롱","191880.224792728    ","446257.736977803    ","룸살롱","5","7","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","83.52","","",""
"3180000","3180000-102-1986-02593","19860317","","03","폐업","02","폐업","20171208","","","","0226783337","170.58","150033","서울특별시 영등포구 영등포동3가 21-8번지 9 ","서울특별시 영등포구 영중로6길 16 (영등포동3가9)","","화조","20171208133221","I","2018-08-31 23:59:59.0","룸살롱","191756.391233188    ","446178.843247466    ","룸살롱","2","8","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","170.58","","",""
"3180000","3180000-102-1986-02675","19860131","","03","폐업","02","폐업","20100122","","","","02 7836878","89.10","150891","서울특별시 영등포구 여의도동 45-18번지 가든빌딩 지하101호 ","","","세느강","20091214155731","I","2018-08-31 23:59:59.0","룸살롱","193617.653140632    ","446421.26472279     ","룸살롱","","","","","","","","","","","","","","N","89.1","","",""
"3180000","3180000-102-1986-02704","19860121","","03","폐업","02","폐업","20030311","","","","02","198.36","150878","서울특별시 영등포구 여의도동 25-2번지 경호빌딩 지하101102호 ","","","알바트로스","20021116000000","I","2018-08-31 23:59:59.0","비어(바)살롱","193406.69127947     ","446850.579729863    ","비어(바)살롱","4","10","기타","지도","상수도전용","","","","","","","","","N","198.36","","",""
"3180000","3180000-102-1985-02715","19851122","","03","폐업","02","폐업","19951109","","","","0206789766","197.78","150033","서울특별시 영등포구 영등포동3가 23-11번지 ","","","아시아나호프","20010802000000","I","2018-08-31 23:59:59.0","스텐드바","191860.104730164    ","446216.651901893    ","스텐드바","5","7","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","197.78","","",""
"3180000","3180000-102-1985-02592","19850913","","03","폐업","02","폐업","19980429","","","","0207844311","838.02","150889","서울특별시 영등포구 여의도동 43-0번지 미원    4동    1호","","","금선어","20010802000000","I","2018-08-31 23:59:59.0","요정","193798.948251805    ","446579.652565611    ","요정","20","30","기타","지도","상수도전용","","","","","","","","","N","838.02","","",""
