연도,학교급,학교세부유형,고등학교유형,시도,행정구,교육지원청,학교명,본분교,학교상태,설립,남녀공학,우편번호,도로명주소,연락처,팩스번호,홈페이지
2020,초등학교,초등학교,,대구,남구,남부,남대구초등학교,본교,기존(원)교,공립,,424-12 ,대구광역시 남구 중앙대로47길 55 (대명동. 남대구초등학교),053-234-1715,053-624-1025,http://www.namdaegu.es.kr
2020,초등학교,초등학교,,대구,남구,남부,대구남덕초등학교,본교,기존(원)교,공립,,424-90 ,대구광역시 남구 앞산순환로93길 33 (대명동),053-234-2355,053-651-9106,http://www.namdeok.es.kr
2020,초등학교,초등학교,,대구,남구,남부,대구남도초등학교,본교,기존(원)교,공립,,424-19 ,대구광역시 남구 현충동길 74 (대명동),053-234-0889,053-652-3880,http://www.namdo.es.kr
2020,초등학교,초등학교,,대구,남구,남부,대구남명초등학교,본교,기존(원)교,공립,,424-53 ,대구광역시 남구 큰골4길 41 (대명동),053-234-1940,053-656-8554,http://www.daegu-nammyeong.es.kr
2020,초등학교,초등학교,,대구,남구,남부,대구대덕초등학교,본교,기존(원)교,공립,,425-00 ,대구광역시 남구 대명서로 28 (대명동.대덕초등학교),053-234-1050,053-621-3214,http://www.daeduk.es.kr
2020,초등학교,초등학교,,대구,남구,남부,대구대명초등학교,본교,기존(원)교,공립,,424-85 ,대구광역시 남구 대명로 100 대구대명초등학교,053-234-0208,053-654-2144,http://www.daegu-daemyoung.es.kr
2020,초등학교,초등학교,,대구,남구,남부,대구대봉초등학교,본교,기존(원)교,공립,,424-36 ,대구광역시 남구 대봉로26길 33 (이천동.대봉초등학교),053-234-0302,053-474-4418,http://www.daebong.es.kr
2020,초등학교,초등학교,,대구,남구,남부,대구봉덕초등학교,본교,기존(원)교,공립,,425-06 ,대구광역시 남구 효성로 71 . 대구봉덕초등학교 (봉덕동),053-234-0571,053-474-7355,http://www.dgbongdeok.es.kr
2020,초등학교,초등학교,,대구,남구,남부,대구성명초등학교,본교,기존(원)교,공립,,424-61 ,대구광역시 남구 성당로30길 55 (대명동),053-234-0928,053-656-1413,http://www.sungmyoung.es.kr/
2020,초등학교,초등학교,,대구,남구,남부,대구영선초등학교,본교,기존(원)교,공립,,424-23 ,대구광역시 남구 영선길 96 (이천동.대구영선초등학교),053-234-0470,053-475-6053,http://www.youngsun.es.kr
2020,초등학교,초등학교,,대구,남구,남부,대구효명초등학교,본교,기존(원)교,공립,,425-14 ,대구광역시 남구 앞산순환로 707 (봉덕동.효명초등학교),053-234-1701,053-471-0355,http://www.hyomyong.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구강북초등학교,본교,기존(원)교,공립,,414-25 ,대구광역시 북구 구암서로 50 (구암동. 강북초등학교),053-233-3655,053-322-2894,http://www.gangbuk.es.kr/
2020,초등학교,초등학교,,대구,북구,서부,대구경진초등학교,본교,기존(원)교,공립,,415-65 ,대구광역시 북구 경진로12길 5 (복현동. 경진초등학교),053-233-2668,053-943-0551,http://kyungjin.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구관남초등학교,본교,기존(원)교,공립,,414-43 ,대구광역시 북구 칠곡중앙대로91길 10 (관음동),053-233-3830,053-325-5205,http://www.tggn.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구관문초등학교,본교,기존(원)교,공립,,414-87 ,대구광역시 북구 매전로 32 (매천동),053-233-4700,053-326-9850,http://www.kwanmoon.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구관음초등학교,본교,기존(원)교,공립,,414-44 ,대구광역시 북구 관음동로17길 16 (관음동),053-233-2897,053-324-7198,http://www.kwanum.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구관천초등학교,본교,기존(원)교,공립,,414-60 ,대구광역시 북구 구암로22길 17 (태전동. 대구관천초등학교),053-233-3042,053-324-0652,http://www.dgkwanchon.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구교동초등학교,본교,기존(원)교,공립,,414-42 ,대구광역시 북구 관음중앙로34길 4 (읍내동),053-233-3363,053-323-7394,http://www.gdes.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구구암초등학교,본교,기존(원)교,공립,,414-64 ,대구광역시 북구 학정로 245 (구암동),053-233-3180,053-324-3413,http://www.dgguam.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구달산초등학교,본교,기존(원)교,공립,,415-90 ,대구광역시 북구 옥산로17길 37 (침산동),053-233-2540,053-356-6572,http://www.dalsan.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구대산초등학교,본교,기존(원)교,공립,,415-39 ,대구광역시 북구 신천동로 900 (산격동. 대산초등학교),053-233-2285,053-944-0307,http://www.dgdaesan.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구대천초등학교,본교,기존(원)교,공립,,414-37 ,대구광역시 북구 구암로21길 54 (읍내동),053-233-3439,053-324-8165,http://www.daechun.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구도남초등학교,본교,기존(원)교,공립,,414-18 ,대구광역시 북구 구리로 202 (국우동),053-233-2272,053-326-2330,http://www.daegu-donam.es.kr/
2020,초등학교,초등학교,,대구,북구,서부,대구동변초등학교,본교,기존(원)교,공립,,414-14 ,대구광역시 북구 동변로 60 . 대구동변초등학교 (동변동),053-233-4288,053-958-8606,http://www.dongbyun.es.kr/
2020,초등학교,초등학교,,대구,북구,서부,대구동평초등학교,본교,기존(원)교,공립,,414-27 ,대구광역시 북구 동천로 84 (동천동. 대구동평초등학교),053-233-3865,053-326-7120,http://www.dongpyung.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구매천초등학교,본교,기존(원)교,공립,,414-85 ,대구광역시 북구 매천로 179 . 매천초등학교 (매천동),053-233-2138,053-314-5369,http://www.maecheon.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구문성초등학교,본교,기존(원)교,공립,,415-22 ,대구광역시 북구 복현로 180 (복현동. 대구문성초등학교),053-233-0804,053-381-4980,http://www.tgmunsung.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구복현초등학교,본교,기존(원)교,공립,,415-27 ,대구광역시 북구 공항로 58 대구복현초등학교,053-233-1804,053-942-5701,http://www.bokhyun.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구북부초등학교,본교,기존(원)교,공립,,414-31 ,대구광역시 북구 동천로 20 (동천동. 대구북부초등학교),053-233-3096,053-326-6905,http://www.bukbu.es.kr/
2020,초등학교,초등학교,,대구,북구,서부,대구사수초등학교,본교,기존(원)교,공립,,414-92 ,대구광역시 북구 내곡로 124 (사수동),053-233-4804,053-233-4824,http://www.sasu.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구산격초등학교,본교,기존(원)교,공립,,415-44 ,대구광역시 북구 산격로10길 14 (산격동. 대구산격초등학교),053-233-1184,053-943-3913,http://sangyok.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구삼영초등학교,본교,기존(원)교,공립,,414-93 ,대구광역시 북구 내곡로 63 . 삼영초등학교 (사수동),053-233-4970,053-327-2555,http://www.samyoung.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구서변초등학교,본교,기존(원)교,공립,,414-77 ,대구광역시 북구 호국로43길 35 서변초등학교 (서변동),053-233-4404,053-956-5534,http://www.seobyun.es.kr/
2020,초등학교,초등학교,,대구,북구,서부,대구성북초등학교,본교,기존(원)교,공립,,414-74 ,대구광역시 북구 호국로57길 42 (서변동.대구성북초등학교),053-233-1102,053-951-2125,http://www.dg-sungbuk.es.kr/
2020,초등학교,초등학교,,대구,북구,서부,대구신암초등학교,본교,기존(원)교,공립,,415-69 ,대구광역시 북구 경대로 21 (대현동),053-233-0673,053-951-9566,http://www.tgshinam.es.kr/
2020,초등학교,초등학교,,대구,북구,서부,대구옥산초등학교,본교,기존(원)교,공립,,415-78 ,대구광역시 북구 칠성시장로23길 55 (칠성동2가. 대구옥산초등학교),053-233-1060,053-427-8214,http://www.dgoksan.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구운암초등학교,본교,기존(원)교,공립,,414-29 ,대구광역시 북구 대천로 148 (구암동),053-233-4183,053-326-6086,http://www.woonam.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구조야초등학교,본교,기존(원)교,공립,,414-78 ,대구광역시 북구 조야로8길 16 (조야동. 대구조야초등학교),053-233-2402,053-943-3090,http://www.joya.es.kr/index.do
2020,초등학교,초등학교,,대구,북구,서부,대구칠곡초등학교,본교,기존(원)교,공립,,414-33 ,대구광역시 북구 칠곡중앙대로110길 5 (읍내동.칠곡초등학교),053-233-2100,053-322-5623,http://www.dg-chilgok.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구칠성초등학교,본교,기존(원)교,공립,,415-84 ,대구광역시 북구 침산남로32길 17 (침산동. 대구칠성초등학교),053-233-0389,053-356-1488,http://www.chilsung.es.kr/
2020,초등학교,초등학교,,대구,북구,서부,대구침산초등학교,본교,기존(원)교,공립,,415-47 ,대구광역시 북구 성북로 25 . 대구침산초등학교 (침산동),053-233-1020,053-356-2560,http://www.chimsan.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구태암초등학교,본교,기존(원)교,공립,,414-66 ,대구광역시 북구 칠곡중앙대로52길 56 (태전동.대구태암초등학교),053-233-3583,053-311-8076,http://www.taeam.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구태전초등학교,본교,기존(원)교,공립,,414-51 ,대구광역시 북구 칠곡중앙대로75길 16 (태전동. 대구태전초등학교),053-233-3001,053-324-3020,http://www.dgtaejeon.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구태현초등학교,본교,기존(원)교,공립,,414-54 ,대구광역시 북구 태전로 95 (태전동.대구태현초등학교),053-233-3290,053-311-0545,http://www.taehyun.es.kr/
2020,초등학교,초등학교,,대구,북구,서부,대구팔달초등학교,본교,기존(원)교,공립,,414-89 ,대구광역시 북구 매천로2길 19-6 (팔달동. 대구팔달초등학교),053-233-3537,053-312-0309,http://www.paldal.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구학남초등학교,본교,기존(원)교,공립,,414-20 ,대구광역시 북구 학정동로 23 (국우동. 대구학남초등학교),053-233-4000,053-326-5810,http://www.hagnam.es.kr/
2020,초등학교,초등학교,,대구,북구,서부,대구학정초등학교,본교,기존(원)교,공립,,414-17 ,대구광역시 북구 학남로 32 . 학정초등학교 (학정동),053-233-4546,053-322-5590,http://www.hakjung.es.kr
2020,초등학교,초등학교,,대구,북구,서부,대구함지초등학교,본교,기존(원)교,공립,,414-30 ,대구광역시 북구 동천로 33 . 대구함지초등학교 (동천동),053-233-4513,053-327-1066,http://www.hamji.es.kr
2020,초등학교,초등학교,,대구,북구,서부,북대구초등학교,본교,기존(원)교,공립,,415-17 ,대구광역시 북구 동북로37길 68 (산격동.북대구초등학교),053-233-2453,053-383-7757,http://www.bukdaegu.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구경동초등학교,본교,기존(원)교,공립,,420-82 ,대구광역시 수성구 청호로76길 12 (범어동.경동초등학교),053-232-3000,053-753-8831,http://www.dg-kdong.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구고산초등학교,본교,기존(원)교,공립,,422-62 ,대구광역시 수성구 달구벌대로 3067 (시지동.고산초등학교),053-232-2679,053-791-3736,http://www.gsn.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구노변초등학교,본교,기존(원)교,공립,,422-59 ,대구광역시 수성구 노변공원로 52 (시지동. 대구노변초등학교),053-232-4540,053-791-8158,http://www.nobyun.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구대청초등학교,본교,기존(원)교,공립,,420-77 ,대구광역시 수성구 교학로12길 42 (만촌동. 대청초등학교),053-232-3500,053-753-8541,http://www.taechong.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구동도초등학교,본교,기존(원)교,공립,,421-18 ,대구광역시 수성구 동대구로57길 8 (범어동. 동도초등학교),053-232-0489,053-753-9777,http://www.dg-dongdo.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구동문초등학교,본교,기존(원)교,공립,,420-64 ,대구광역시 수성구 효행로2길 111 대구동문초등학교(만촌동),053-232-3247,053-956-5399,http://www.dg-dongmun.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구동산초등학교,본교,기존(원)교,공립,,421-09 ,대구광역시 수성구 동대구로42길 29 (범어동.동산초등학교),053-232-2896,053-744-2205,http://www.dongsan.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구동성초등학교,본교,기존(원)교,공립,,421-31 ,대구광역시 수성구 수성로 311 (수성동1가.대구동성초등학교),053-232-1600,053-766-1435,http://www.dgds.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구동원초등학교,본교,기존(원)교,공립,,420-48 ,대구광역시 수성구 국채보상로 1000 . 대구동원초등학교 (만촌동),053-232-2188,053-744-4452,http://www.dgdongwon.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구동일초등학교,본교,기존(원)교,공립,,421-23 ,대구광역시 수성구 들안로 311 (수성동2가),053-232-3208,053-759-3190,http://www.di.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구동천초등학교,본교,기존(원)교,공립,,420-12 ,대구광역시 수성구 상록로16길 20 . 대구동천초등학교 (범어동),053-232-1493,053-754-0040,http://www.dongchun.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구두산초등학교,본교,기존(원)교,공립,,421-85 ,대구광역시 수성구 동대구로6길 31 . 대구두산초등학교 (지산동),053-232-3592,053-768-8835,http://www.dusan.es.kr/
2020,초등학교,초등학교,,대구,수성구,동부,대구들안길초등학교,본교,기존(원)교,공립,,421-69 ,대구광역시 수성구 들안로16길 58 (두산동),053-232-5582,053-763-8562,http://www.deulangil.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구만촌초등학교,본교,기존(원)교,공립,,420-50 ,대구광역시 수성구 국채보상로214길 33 (만촌동.대구만촌초등학교),053-232-2007,053-743-4456,http://www.mcn.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구매동초등학교,본교,기존(원)교,공립,,422-65 ,대구광역시 수성구 천을로31길 16 (매호동.대구매동초등학교),053-232-5400,053-791-2530,http://dgmaedong.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구매호초등학교,본교,기존(원)교,공립,,422-70 ,대구광역시 수성구 달구벌대로647길 30 (매호동.대구매호초등학교),053-232-4588,053-232-4688,http://www.maeho.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구범물초등학교,본교,기존(원)교,공립,,421-99 ,대구광역시 수성구 지범로41길 33 (범물동),053-232-4050,053-784-3093,http://www.beommul.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구범어초등학교,본교,기존(원)교,공립,,420-29 ,대구광역시 수성구 달구벌대로489길 55 (범어동. 범어초등학교),053-232-1786,053-756-2219,http://www.bumuh.es.kr/
2020,초등학교,초등학교,,대구,수성구,동부,대구범일초등학교,본교,기존(원)교,공립,,422-43 ,대구광역시 수성구 범안로4길 22 (범물동),053-232-4172,053-782-0374,http://www.beomil.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구복명초등학교,본교,기존(원)교,공립,,422-41 ,대구광역시 수성구 범안로20길 8 (범물동. 복명초등학교),053-232-4833,053-784-4980,http://www.bokmyung.es.kr/
2020,초등학교,초등학교,,대구,수성구,동부,대구사월초등학교,본교,기존(원)교,공립,,422-79 ,대구광역시 수성구 달구벌대로656길 46 . 대구사월초등학교 (신매동.사월초등학교),053-232-5240,053-217-5576,http://www.sawol.es.kr/
2020,초등학교,초등학교,,대구,수성구,동부,대구삼육초등학교,본교,기존(원)교,사립,,421-56 ,대구광역시 수성구 청수로 22-23 (중동.삼육초등학교),053-232-5961,053-768-7232,http://www.dgsamyuk.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구성동초등학교,본교,기존(원)교,공립,,421-12 ,대구광역시 수성구 청수로45길 27 . 성동초등학교 (황금동),053-232-2823,053-766-2724,http://www.seongdong.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구수성초등학교,본교,기존(원)교,공립,,421-57 ,대구광역시 수성구 상화로5길 40 (상동. 대구수성초등학교),053-232-0708,053-763-0327,http://daegu-susung.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구시지초등학교,본교,기존(원)교,공립,,422-68 ,대구광역시 수성구 달구벌대로631길 17 (매호동. 대구시지초등학교),053-232-4304,053-792-7500,http://www.siji.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구신매초등학교,본교,기존(원)교,공립,,422-75 ,대구광역시 수성구 달구벌대로650길 26 (신매동. 신매초등학교),053-232-4283,053-792-8125,http://www.shinmae.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구용지초등학교,본교,기존(원)교,공립,,422-14 ,대구광역시 수성구 지산로 12 (지산동),053-232-3786,053-782-1450,http://www.dgyongji.es.kr/
2020,초등학교,초등학교,,대구,수성구,동부,대구욱수초등학교,본교,기존(원)교,공립,,422-83 ,대구광역시 수성구 신매로 20 (신매동),053-232-4400,053-793-1887,http://www.ugsu.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구중앙초등학교,본교,기존(원)교,공립,,420-37 ,대구광역시 수성구 만촌로 125 (만촌동),053-232-4901,053-232-4909,http://www.dgjoongang.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구지봉초등학교,본교,기존(원)교,공립,,421-93 ,대구광역시 수성구 지범로31길 45 (지산동. 지봉초등학교),053-232-3893,053-781-8636,http://www.jibong.es.kr/
2020,초등학교,초등학교,,대구,수성구,동부,대구지산초등학교,본교,기존(원)교,공립,,421-87 ,대구광역시 수성구 지범로17길 3-14 (지산동).(지산초등학교),053-232-0900,053-783-7449,http://www.daegu-jisan.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구청림초등학교,본교,기존(원)교,공립,,422-57 ,대구광역시 수성구 고산로 51 . 대구청림초등학교(노변동),053-232-5167,053-795-9117,http://www.cr.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구파동초등학교,본교,기존(원)교,공립,,422-22 ,대구광역시 수성구 파동로51길 34 (파동),053-232-3099,053-768-8014,http://www.padong.es.kr
2020,초등학교,초등학교,,대구,수성구,동부,대구황금초등학교,본교,기존(원)교,공립,,421-48 ,대구광역시 수성구 들안로32길 22 . 황금초등학교 (황금동),053-232-2046,053-768-5864,http://www.hwanggum.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구감삼초등학교,본교,기존(원)교,공립,,426-51 ,대구광역시 달서구 당산로 123 감삼초등학교 (감삼동),053-234-2000,053-567-1329,http://www.gamsam.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구감천초등학교,본교,기존(원)교,공립,,427-28 ,대구광역시 달서구 구마로12길 60 . 대구감천초등학교 (월성동),053-234-2740,053-636-2032,http://www.dg-gamcheon.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구교육대학교대구부설초등학교,본교,기존(원)교,국립,,428-31 ,대구광역시 달서구 도원남로 19 . 대구교육대학교대구부설초등학교 (도원동),053-234-5374,053-632-2321,http://gyodae.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구남부초등학교,본교,기존(원)교,공립,,426-56 ,대구광역시 달서구 야외음악당로15길 46 . 대구남부초등학교 (성당동. 대구남부초등학교),053-234-1006,053-651-7439,http://www.daegunambu.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구남송초등학교,본교,기존(원)교,공립,,427-35 ,대구광역시 달서구 송현로 192 (본동. 대구남송초등학교),053-234-2203,053-654-5332,http://www.namsong.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구내당초등학교,본교,기존(원)교,공립,,426-62 ,대구광역시 달서구 명덕로 22-9 (두류동),053-234-0401,053-626-8153,http://www.naedang.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구노전초등학교,본교,기존(원)교,공립,,428-27 ,대구광역시 달서구 한실로 43 (도원동. 노전초등학교),053-234-3350,053-636-8691,http://www.nojeon.es.kr/
2020,초등학교,초등학교,,대구,달서구,남부,대구대곡초등학교,본교,기존(원)교,공립,,428-30 ,대구광역시 달서구 도원남로 60 . 대구대곡초등학교 (도원동. 대곡초등학교),053-234-3204,053-634-2393,http://www.dgdaegok.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구대남초등학교,본교,기존(원)교,공립,,428-23 ,대구광역시 달서구 월배로68길 91 (송현동. 대남초등학교),053-234-2113,053-625-3315,http://www.taenam.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구대서초등학교,본교,기존(원)교,공립,,428-03 ,대구광역시 달서구 송현로 9 (상인동),053-234-2569,053-636-0313,http://www.dg-daeseo.es.kr/
2020,초등학교,초등학교,,대구,달서구,남부,대구대진초등학교,본교,기존(원)교,공립,,428-26 ,대구광역시 달서구 상화로 70 . 대구대진초등학교 (대곡동),053-234-4270,053-644-7023,http://www.daegudaejin.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구덕인초등학교,본교,기존(원)교,공립,,426-94 ,대구광역시 달서구 대명천로43길 66 (본리동),053-234-2279,053-557-9781,http://www.dukin.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구도원초등학교,본교,기존(원)교,공립,,428-36 ,대구광역시 달서구 도원남로 100-30 (도원동.도원초등학교),053-234-3504,053-639-0767,http://www.dgdowon.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구본리초등학교,본교,기존(원)교,공립,,426-58 ,대구광역시 달서구 장기로 198 (감삼동. 대구본리초등학교),053-234-1282,053-567-2113,http://www.bonri.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구상원초등학교,본교,기존(원)교,공립,,428-40 ,대구광역시 달서구 월곡로20길 15 (상인동. 상원초등학교),053-234-3018,053-634-8431,http://www.dg-sangwon.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구상인초등학교,본교,기존(원)교,공립,,427-93 ,대구광역시 달서구 월곡로 211 . 대구상인초등학교 (상인동),053-234-1300,053-641-4465,http://www.sang-in.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구선원초등학교,본교,기존(원)교,공립,,426-06 ,대구광역시 달서구 선원로33길 105 (용산동.선원초등학교),053-234-3650,053-586-3714,http://www.sonwon.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구성곡초등학교,본교,기존(원)교,공립,,426-15 ,대구광역시 달서구 선원남로 127 (이곡동. 성곡초등학교),053-234-4403,053-587-0136,http://www.dgsunggok.es.kr/
2020,초등학교,초등학교,,대구,달서구,남부,대구성남초등학교,본교,기존(원)교,공립,,426-68 ,대구광역시 달서구 성당로47길 35 (두류동),053-234-0741,053-651-2818,http://www.dgseongnam.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구성당초등학교,본교,기존(원)교,공립,,426-77 ,대구광역시 달서구 대명천로 118 (본리동. 성당초등학교),053-234-1905,053-627-7885,http://www.seongdang.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구성산초등학교,본교,기존(원)교,공립,,426-16 ,대구광역시 달서구 선원남로 173 (용산동.성산초등학교),053-234-3739,053-586-5962,http://www.dgss.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구성서초등학교,본교,기존(원)교,공립,,426-20 ,대구광역시 달서구 달구벌대로 1339 (이곡동. 성서초등학교),053-234-1130,053-586-0684,http://www.sungseo.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구성지초등학교,본교,기존(원)교,공립,,426-22 ,대구광역시 달서구 새동네로 27 (용산동. 대구성지초등학교),053-234-3281,053-586-5357,http://www.dgsj.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구송일초등학교,본교,기존(원)교,공립,,427-50 ,대구광역시 달서구 학산로2길 38 . 대구송일초등학교 (월성동),053-234-2640,053-638-9205,http://www.songil.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구송현초등학교,본교,기존(원)교,공립,,427-43 ,대구광역시 달서구 송현로 128 (송현동),053-234-1487,053-621-4133,http://www.songhyon.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구신당초등학교,본교,기존(원)교,공립,,426-13 ,대구광역시 달서구 서당로 14 (신당동. 신당초등학교),053-234-3035,053-234-3077,http://www.sindang.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구신서초등학교,본교,기존(원)교,공립,,426-08 ,대구광역시 달서구 계대동문로3길 46 (신당동.신서초등학교),053-234-3829,053-586-4982,http://www.shinseo.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구신월초등학교,본교,기존(원)교,공립,,427-55 ,대구광역시 달서구 조암남로 100 (월성동.신월초등학교),053-234-5008,053-639-5720,http://www.dgsinwol.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구신흥초등학교,본교,기존(원)교,공립,,426-47 ,대구광역시 달서구 두류공원로 257 . 신흥초등학교 (두류동),053-234-0708,053-626-8003,http://www.dgshinhung.es.kr/
2020,초등학교,초등학교,,대구,달서구,남부,대구와룡초등학교,본교,기존(원)교,공립,,426-11 ,대구광역시 달서구 선원남로 22 . 대구와룡초등학교 (이곡동),053-234-3081,053-583-7810,http://www.dg-waryong.es.kr/
2020,초등학교,초등학교,,대구,달서구,남부,대구용산초등학교,본교,기존(원)교,공립,,426-31 ,대구광역시 달서구 와룡로49길 80 . 대구용산초등학교 (용산동),053-234-2123,053-564-3485,http://www.dgyongsan.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구용전초등학교,본교,기존(원)교,공립,,426-26 ,대구광역시 달서구 용산로 260 . 대구용전초등학교 (용산동. 용전초등학교),053-234-4078,053-522-0019,http://www.dgyongjeon.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구용천초등학교,본교,기존(원)교,공립,,427-61 ,대구광역시 달서구 조암남로32길 55 (유천동),053-234-5630,053-643-7803,http://www.dgyongcheon.es.kr/index.do
2020,초등학교,초등학교,,대구,달서구,남부,대구월곡초등학교,본교,기존(원)교,공립,,428-13 ,대구광역시 달서구 상인로 40 (상인동),053-234-2920,053-642-6298,http://www.dgwolgok.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구월배초등학교,본교,기존(원)교,공립,,427-84 ,대구광역시 달서구 월배로 131 (진천동 57-1),053-234-1405,053-641-1627,http://www.wolbae.es.kr/
2020,초등학교,초등학교,,대구,달서구,남부,대구월서초등학교,본교,기존(원)교,공립,,427-80 ,대구광역시 달서구 월배로39길 46 (상인동. 대구월서초등학교),053-234-4682,053-643-6327,http://www.dgwolseo.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구월성초등학교,본교,기존(원)교,공립,,427-31 ,대구광역시 달서구 학산로7길 26 (월성동),053-234-2589,053-636-1770,http://www.weolsung.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구월암초등학교,본교,기존(원)교,공립,,427-51 ,대구광역시 달서구 조암로6길 55 (월성동. 대구월암초등학교),053-234-5200,053-637-5199,http://www.wolam.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구월촌초등학교,본교,기존(원)교,공립,,428-07 ,대구광역시 달서구 상인서로 60 (상인동),053-234-2876,053-636-6350,http://www.dg-wolchon.es.kr/
2020,초등학교,초등학교,,대구,달서구,남부,대구유천초등학교,본교,기존(원)교,공립,,427-64 ,대구광역시 달서구 달서대로 39 (유천동.대구유천초등학교),053-234-4873,053-636-1957,http://www.yucheon.es.kr
2020,초등학교,초등학교,,대구,달서구,남부,대구이곡초등학교,본교,기존(원)교,공립,,426-19 ,대구광역시 달서구 선원남로 120 (이곡동),053-234-3565,053-586-1366,http://www.i-gok.es.kr
